column,human_readable_label,units,definition,proxy_or_status,appears_in
path_label,Path Label,categorical/text,Path Label,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_selectivity_groups.csv
path_pair_id,Path Pair Id,model-native or categorical; see definition/provenance,Path Pair Id,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv
peak_T_C,Peak T C,degC,Peak T C,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
perturbed_parameter,Perturbed Parameter,model-native or categorical; see definition/provenance,Perturbed Parameter,measured/model-output/metadata,results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv
perturbed_value,Perturbed Value,model-native or categorical; see definition/provenance,Perturbed Value,measured/model-output/metadata,results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv
phi_GBseg,Phi Gbseg,dimensionless/proxy,Phi Gbseg,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv
phi_TJ,Phi Tj,dimensionless/proxy,Phi Tj,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv
phi_closed,Closed-pore volume fraction,dimensionless/proxy,Closed-pore volume fraction,dimensionless/proxy,results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
phi_connected,Phi Connected,dimensionless/proxy,Phi Connected,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
phi_iso,Phi Iso,dimensionless/proxy,Phi Iso,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
phi_open,Open-pore volume fraction,dimensionless/proxy,Open-pore volume fraction,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
physical_time_h,Continuous physical time,h,Continuous physical time,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv
physical_time_s,Continuous physical time,s,Continuous physical time,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
plain_text_key,Plain Text Key,model-native or categorical; see definition/provenance,Plain Text Key,measured/model-output/metadata,results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
pore_D50_nm,Pore D50 Nm,nm,Pore D50 Nm,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
pore_D90_nm,Pore D90 Nm,nm,Pore D90 Nm,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
pore_drag,Pore Drag,model-native or categorical; see definition/provenance,Pore Drag,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
possible_experimental_method,Possible Experimental Method,model-native or categorical; see definition/provenance,Possible Experimental Method,measured/model-output/metadata,results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv
practical_T2_less_than_T1,Practical T2 Less Than T1,model-native or categorical; see definition/provenance,Practical T2 Less Than T1,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
preserved,Preserved,model-native or categorical; see definition/provenance,Preserved,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv
priority,Priority,model-native or categorical; see definition/provenance,Priority,measured/model-output/metadata,results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv
property_id,Property Id,identifier,Property Id,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
protocol_label,Protocol Label,categorical/text,Protocol Label,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv
ratio_threshold_1p2,Ratio Threshold 1P2,dimensionless/proxy,Ratio Threshold 1P2,dimensionless/proxy,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
ratio_threshold_1p5,Ratio Threshold 1P5,dimensionless/proxy,Ratio Threshold 1P5,dimensionless/proxy,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
ratio_threshold_2p0,Ratio Threshold 2P0,dimensionless/proxy,Ratio Threshold 2P0,dimensionless/proxy,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
recommended_axis_label,Recommended Axis Label,categorical/text,Recommended Axis Label,measured/model-output/metadata,results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
reduction_TS,Two-step grain-size reduction fraction,dimensionless/proxy,Two-step grain-size reduction fraction,dimensionless/proxy,results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv
reduction_TS_exact,Reduction Ts Exact,dimensionless/proxy,Reduction Ts Exact,dimensionless/proxy,results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv
reduction_fast,Fast-firing grain-size reduction fraction,dimensionless/proxy,Fast-firing grain-size reduction fraction,dimensionless/proxy,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
reference_path,Reference Path,model-native or categorical; see definition/provenance,Reference Path,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
reference_rate_C_min,Reference Rate C Min,degC min^-1,Reference Rate C Min,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
relevant_equation_ids,Relevant Equation Ids,model-native or categorical; see definition/provenance,Relevant Equation Ids,measured/model-output/metadata,results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
removable_pore_fraction,Removable Pore Fraction,dimensionless/proxy,Removable Pore Fraction,dimensionless/proxy,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv
required_for_high_density_attainment,Required For High Density Attainment,model-native or categorical; see definition/provenance,Required For High Density Attainment,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/ablation_summary.csv
required_for_lower_boundary,Required For Lower Boundary,model-native or categorical; see definition/provenance,Required For Lower Boundary,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/ablation_summary.csv
required_for_trajectory_reduction,Required For Trajectory Reduction,dimensionless/proxy,Required For Trajectory Reduction,dimensionless/proxy,results/figure_source_data_package/candidate_693168/ablation_summary.csv
required_for_upper_boundary,Required For Upper Boundary,model-native or categorical; see definition/provenance,Required For Upper Boundary,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/ablation_summary.csv
residual_stress,Residual Stress,model-native or categorical; see definition/provenance,Residual Stress,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/dense_time_histories.csv
retained_TierB,Retained Tierb,model-native or categorical; see definition/provenance,Retained Tierb,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv
rho,Relative density,dimensionless,Relative density,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv
rho0,Rho0,dimensionless,Rho0,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv
rho1,Relative density after first step,dimensionless,Relative density after first step,measured/model-output/metadata,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv
rho2,Final relative density,dimensionless,Final relative density,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
rho_dot,Densification rate,s^-1,Densification rate,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
rho_final,Rho Final,model-native or categorical; see definition/provenance,Rho Final,measured/model-output/metadata,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv
rho_high_final,Rho High Final,model-native or categorical; see definition/provenance,Rho High Final,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv
rho_switch,Rho Switch,dimensionless,Rho Switch,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv
rho_target,Rho Target,dimensionless,Rho Target,measured/model-output/metadata,results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv
rho_target_crossed,Rho Target Crossed,model-native or categorical; see definition/provenance,Rho Target Crossed,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/dense_time_histories.csv
rho_two_final,Rho Two Final,model-native or categorical; see definition/provenance,Rho Two Final,measured/model-output/metadata,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv
robustness_count,Robustness Count,count or model number-density proxy,Robustness Count,dimensionless/proxy,results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv
schedule,Schedule,model-native or categorical; see definition/provenance,Schedule,measured/model-output/metadata,results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv
schedule_id,Schedule Id,model-native or categorical; see definition/provenance,Schedule Id,measured/model-output/metadata,results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv
scope,Scope,model-native or categorical; see definition/provenance,Scope,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv
short_description,Short Description,model-native or categorical; see definition/provenance,Short Description,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv
source,Source,categorical/text,Source,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/fast_firing_preservation.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv
source_branch_or_commit,Source Branch Or Commit,categorical/text,Source Branch Or Commit,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/candidate_693168/fast_firing_preservation.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/candidate_693168/missing_candidate_693168_channels.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_plot_dictionary.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/dimensionless_group_axis_options.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_behavior_classification_counts.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_selectivity_groups.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_confusion.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_vs_exact_counts.csv;results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv;results/figure_source_data_package/figure_08_experimental_falsification/measurement_to_mechanism_map.csv;results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
source_file,Source File,categorical/text,Source File,measured/model-output/metadata,results/figure_source_data_package/candidate_693168/Chen_boundaries_fine.csv;results/figure_source_data_package/candidate_693168/PR_energy_partition_histories.csv;results/figure_source_data_package/candidate_693168/ablation_summary.csv;results/figure_source_data_package/candidate_693168/closed_accommodation_histories.csv;results/figure_source_data_package/candidate_693168/dense_time_histories.csv;results/figure_source_data_package/candidate_693168/extended_robustness.csv;results/figure_source_data_package/candidate_693168/fast_firing_preservation.csv;results/figure_source_data_package/candidate_693168/fine_T2_scan.csv;results/figure_source_data_package/candidate_693168/matched_density_ratio_curves.csv;results/figure_source_data_package/candidate_693168/missing_candidate_693168_channels.csv;results/figure_source_data_package/candidate_693168/pore_store_histories.csv;results/figure_source_data_package/chen_maps/chen_map_G1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_T1_T2_classification.csv;results/figure_source_data_package/chen_maps/chen_map_plot_dictionary.csv;results/figure_source_data_package/chen_maps/chen_map_switch_density_T2_classification.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_G_vs_rho.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_T_rho_G_time.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ablation_summary.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_heating_rate_map.csv;results/figure_source_data_package/fast_firing/clean_fast_firing_ratio_vs_rho.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_chain_annotations.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv;results/figure_source_data_package/figure_01_mechanism_chains/mechanism_nodes.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/dimensionless_group_axis_options.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_behavior_classification_counts.csv;results/figure_source_data_package/figure_02_exact_property_phase_map/exact_property_phase_map.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_OAT_Qnuc_window.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_ablation_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_matched_density_curves.csv;results/figure_source_data_package/figure_03_fast_firing_property_window/fast_firing_timescale_groups.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_OAT_Qclosed_window.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_PR_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_growth_prefactor_threshold.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_matched_density_curves_693168.csv;results/figure_source_data_package/figure_04_two_step_property_window/two_step_selectivity_groups.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_T2_diagnostic_curves.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_filled_map_tiles.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_Chen_boundaries.csv;results/figure_source_data_package/figure_05_chen_window_boundaries/candidate_693168_fine_T2_classification.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_ablation_matrix.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_candidate_summary.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_closed_fraction_vs_reduction.csv;results/figure_source_data_package/figure_06_six_tierB_family/six_TierB_robustness_summary.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_confusion.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_exact_phase_points.csv;results/figure_source_data_package/figure_07_surrogate_vs_exact/surrogate_vs_exact_counts.csv;results/figure_source_data_package/figure_08_experimental_falsification/calibration_priority_table.csv;results/figure_source_data_package/figure_08_experimental_falsification/falsification_targets.csv;results/figure_source_data_package/figure_08_experimental_falsification/measurement_to_mechanism_map.csv;results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/units_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
source_file/function,Source File/Function,categorical/text,Source File/Function,measured/model-output/metadata,results/figure_source_data_package/supplement/equation_label_map.csv;results/figure_source_data_package/supplement/variable_axis_label_map.csv
source_node,Source Node,categorical/text,Source Node,measured/model-output/metadata,results/figure_source_data_package/figure_01_mechanism_chains/mechanism_edges.csv
