model_style,G0_nm,rho0,heating_rate_C_min,t_h,T_C,rho,G_nm,rho_dot,dGdt_nm_s,connected_coverage,activity,E_G
connectivity,300.0,0.7,20.0,7.72674096273326,1450.0,0.9076505448062584,621.8551695913404,4.89561809476417e-07,0.01059010390023064,0.11740352015564139,0.9062844310023966,0.028747266780901976
connectivity,300.0,0.7,20.0,7.926740962733259,1450.0,0.9079984407247081,629.4331882324014,4.727960048939837e-07,0.010417995543747217,0.11666643978845918,0.9066528105396429,0.02856533154523905
connectivity,300.0,0.7,20.0,8.12674096273326,1450.0,0.9083345538471254,636.8891126687587,4.5707809729922026e-07,0.010252555370077724,0.1159576826496155,0.9070094278912813,0.02839370803681093
connectivity,300.0,0.7,20.0,8.32674096273326,1450.0,0.9086596125027379,644.2276342450531,4.4231368485384073e-07,0.010093383609835771,0.11527528342599695,0.9073548906898046,0.02823143455183095
connectivity,300.0,0.7,20.0,8.526740962733259,1450.0,0.9089742801179732,651.4531649283304,4.2841936685649483e-07,0.009940111222200163,0.11461747253975975,0.9076897657358648,0.02807766897335376
connectivity,300.0,0.7,20.0,8.72674096273326,1450.0,0.9092791626992809,658.5698586861803,4.153211816721649e-07,0.009792397182421244,0.11398265108083765,0.9080145820614459,0.0279316705427573
connectivity,300.0,0.7,20.0,8.926740962733259,1450.0,0.9095748152645878,665.5816309782831,4.0295330466497535e-07,0.009649926012297657,0.11336936961939359,0.9083298337935263,0.027792784875782177
connectivity,300.0,0.7,20.0,9.176740962733259,1450.0,0.9099321736488132,674.2044095290647,3.88431502975372e-07,0.009478766778986004,0.11263106184332691,0.9087111490294827,0.027628302100076867
connectivity,450.0,0.7,0.2,0.0,25.0,0.7,450.00000000000006,4.124032755863632e-120,1.5787629211665858e-114,0.9250597128603677,5.811588090159967e-16,4.124032755863632e-90
connectivity,450.0,0.7,0.2,0.5,31.0,0.7,450.00000000000006,3.444701985620329e-117,8.95544713274866e-112,0.9250597125456789,1.0498552338096357e-15,3.4447019856203286e-87
connectivity,450.0,0.7,0.2,1.0,37.0,0.7000000000000001,450.00000000000006,2.2045146774744424e-114,3.950866626147347e-109,0.9250597121673751,1.8536538102890057e-15,2.204514677474442e-84
connectivity,450.0,0.7,0.2,1.5,43.0,0.7,450.00000000000006,1.0975369933396588e-111,1.375229588153267e-106,0.925059711713102,3.203017479237109e-15,1.0975369933396588e-81
connectivity,450.0,0.7,0.2,2.0,49.0,0.7000000000000002,450.00000000000006,4.311124340905666e-109,3.8274872935676965e-104,0.9250597111682088,5.423089355794343e-15,4.3111243409056655e-79
connectivity,450.0,0.7,0.2,2.5,55.0,0.7000000000000001,450.00000000000006,1.353629738170753e-106,8.623101057965132e-102,0.9250597105153446,9.00697318563674e-15,1.3536297381707527e-76
connectivity,450.0,0.7,0.2,3.05,61.6,0.7,450.00000000000006,5.916098281457753e-104,2.6521262807717556e-99,0.9250597096478814,1.5411150698326995e-14,5.916098281457752e-74
connectivity,450.0,0.7,0.2,3.55,67.6,0.7,450.00000000000006,1.2061202045953766e-101,3.9751186028316055e-97,0.925059708696999,2.466403031887109e-14,1.2061202045953766e-71
connectivity,450.0,0.7,0.2,4.05,73.6,0.7,450.00000000000006,2.0353321645747096e-99,4.9845027660643726e-95,0.9250597075616152,3.8837620052561645e-14,2.0353321645747094e-69
connectivity,450.0,0.7,0.2,4.55,79.6,0.7,450.00000000000006,2.8706749436851416e-97,5.27701941511056e-93,0.9250597062074363,6.022452898929741e-14,2.8706749436851414e-67
connectivity,450.0,0.7,0.2,5.05,85.6,0.7000000000000002,450.00000000000006,3.41483200046277e-95,4.7573362611291197e-91,0.9250597045940924,9.204069232805564e-14,3.4148320004627694e-65
connectivity,450.0,0.7,0.2,5.55,91.60000000000001,0.7000000000000001,450.00000000000006,3.4551355593390933e-93,3.68142870783634e-89,0.9250597026741189,1.3874259763981106e-13,3.455135559339093e-63
connectivity,450.0,0.7,0.2,6.1,98.2,0.7000000000000002,450.00000000000006,4.644940977369515e-91,3.7221847322897097e-87,0.9250597001411842,2.146588612131416e-13,4.6449409773695144e-61
connectivity,450.0,0.7,0.2,6.6,104.2,0.7000000000000003,450.00000000000006,3.430767731569762e-89,2.140369279590874e-85,0.9250596973843015,3.151234070503795e-13,3.430767731569762e-59
connectivity,450.0,0.7,0.2,7.1,110.2,0.7000000000000002,450.00000000000006,2.2053241516070826e-87,1.0796000739386179e-83,0.9250596941147298,4.573281557598499e-13,2.2053241516070823e-57
connectivity,450.0,0.7,0.2,7.6,116.2,0.7000000000000002,450.00000000000006,1.2417522918339235e-85,4.805917100857245e-82,0.9250596902414315,6.566124172482014e-13,1.2417522918339235e-55
connectivity,450.0,0.7,0.2,8.1,122.2,0.7000000000000002,450.00000000000006,6.161971373849937e-84,1.8989945433592424e-80,0.9250596856580234,9.333639085941525e-13,6.161971373849937e-54
connectivity,450.0,0.7,0.2,8.65,128.8,0.7000000000000002,450.00000000000006,3.931405159037076e-82,9.505000886331992e-79,0.9250596796473088,1.359763613137821e-12,3.931405159037076e-52
connectivity,450.0,0.7,0.2,9.15,134.8,0.7000000000000004,450.00000000000006,1.5236893710897495e-80,2.974839661250897e-77,0.9250596731438574,1.897709200928743e-12,1.5236893710897493e-50
connectivity,450.0,0.7,0.2,9.65,140.8,0.7000000000000004,450.00000000000006,5.2917648317224037e-79,8.395477328022523e-76,0.9250596654745574,2.629003973012924e-12,5.2917648317224035e-49
connectivity,450.0,0.7,0.2,10.15,146.8,0.7000000000000004,450.00000000000006,1.6547139659590677e-77,2.146091645428589e-74,0.925059656440455,3.618886102953835e-12,1.6547139659590676e-47
connectivity,450.0,0.7,0.2,10.65,152.8,0.7000000000000004,450.00000000000006,4.6796161877895663e-76,4.9901480782260906e-73,0.9250596458104902,4.955020799190528e-12,4.6796161877895656e-46
connectivity,450.0,0.7,0.2,11.15,158.8,0.7000000000000004,450.00000000000006,1.2019901030051176e-74,1.0596939322136195e-71,0.9250596333166449,6.756276097616896e-12,1.2019901030051174e-44
connectivity,450.0,0.7,0.2,11.7,165.4,0.7000000000000003,450.00000000000006,3.840224363018704e-73,2.7631836971770093e-70,0.9250596170486193,9.470956517898248e-12,3.8402243630187036e-43
connectivity,450.0,0.7,0.2,12.2,171.4,0.7000000000000002,450.00000000000006,8.16241347509875e-72,4.908959950120116e-69,0.9250595995714702,1.285449041255189e-11,8.16241347509875e-42
connectivity,450.0,0.7,0.2,12.7,177.4,0.7000000000000002,450.00000000000006,1.594308996514177e-70,8.053597343794491e-68,0.9250595791004671,1.744467598414164e-11,1.5943089965141768e-40
connectivity,450.0,0.7,0.2,13.2,183.4,0.7000000000000002,450.00000000000006,2.871339877685857e-69,1.2240553321085068e-66,0.9250595551493848,2.3702396101747545e-11,2.8713398776858566e-39
connectivity,450.0,0.7,0.2,13.7,189.4,0.7000000000000002,450.00000000000006,4.7834926805039645e-68,1.7287873767928624e-65,0.9250595271577238,3.228320355510806e-11,4.783492680503964e-38
connectivity,450.0,0.7,0.2,14.2,195.4,0.7000000000000003,450.00000000000006,7.393890725380958e-67,2.2754298915892037e-64,0.9250594944801592,4.412408670050505e-11,7.393890725380957e-37
connectivity,450.0,0.7,0.2,14.75,202.0,0.7000000000000004,450.00000000000006,1.3830290591160084e-65,3.584023461079004e-63,0.9250594522337396,6.253332668560551e-11,1.3830290591160084e-35
connectivity,450.0,0.7,0.2,15.25,208.0,0.7000000000000004,450.00000000000006,1.843497037685463e-64,4.103888171750323e-62,0.9250594071683373,8.629394611269839e-11,1.843497037685463e-34
connectivity,450.0,0.7,0.2,15.75,214.0,0.7000000000000003,450.00000000000006,2.2993448261403615e-63,4.414715163021275e-61,0.925059354739709,1.1967555412496336e-10,2.2993448261403614e-33
connectivity,450.0,0.7,0.2,16.25,220.0,0.7000000000000004,450.00000000000006,2.6902145535002293e-62,4.4721038172525046e-60,0.9250592938125067,1.66760663438774e-10,2.690214553500229e-32
connectivity,450.0,0.7,0.2,16.75,226.0,0.7000000000000003,450.00000000000006,2.9594433381131404e-61,4.275574667598143e-59,0.925059223087749,2.333556898279967e-10,2.95944333811314e-31
connectivity,450.0,0.7,0.2,17.3,232.60000000000002,0.7000000000000003,450.00000000000006,3.863893885077544e-60,4.804058493488558e-58,0.9250591321966385,3.3904538083515575e-10,3.863893885077543e-30
connectivity,450.0,0.7,0.2,17.8,238.60000000000002,0.7000000000000002,450.00000000000006,3.7614764160350175e-59,4.0953313592639873e-57,0.9250590358143138,4.773887303234713e-10,3.761476416035017e-29
connectivity,450.0,0.7,0.2,18.3,244.60000000000002,0.7000000000000002,450.00000000000006,3.4657390197642436e-58,3.3157265654325024e-56,0.9250589243176536,6.731292632689021e-10,3.4657390197642434e-28
connectivity,450.0,0.7,0.2,18.8,250.60000000000002,0.7000000000000004,450.00000000000006,3.028137277890836e-57,2.5543433261926457e-55,0.9250587954797014,9.49486211785494e-10,3.0281372778908355e-27
connectivity,450.0,0.7,0.2,19.3,256.6,0.7000000000000002,450.00000000000006,2.5136067216790602e-56,1.8756734784841136e-54,0.9250586467686449,1.3384891942243732e-09,2.51360672167906e-26
connectivity,450.0,0.7,0.2,19.8,262.6,0.7,450.00000000000006,1.9857529167951326e-55,1.315060065155764e-53,0.9250584753096798,1.884022075514179e-09,1.9857529167951323e-25
connectivity,450.0,0.7,0.2,20.35,269.20000000000005,0.7,450.00000000000006,1.825412263318787e-54,1.0640090636180761e-52,0.925058256527338,2.736765632579783e-09,1.8254122633187867e-24
connectivity,450.0,0.7,0.2,20.85,275.20000000000005,0.7,450.00000000000006,1.3067434904882898e-53,6.804438999248226e-52,0.9250580261683274,3.830635134221374e-09,1.3067434904882897e-23
connectivity,450.0,0.7,0.2,21.35,281.2,0.6999999999999998,450.00000000000006,8.947205002230142e-53,4.1747241366518794e-51,0.9250577614851343,5.342483349627712e-09,8.947205002230141e-23
connectivity,450.0,0.7,0.2,21.85,287.2,0.6999999999999998,450.00000000000006,5.867980034659443e-52,2.4607351744832653e-50,0.9250574577010502,7.4209852488925145e-09,5.867980034659442e-22
connectivity,450.0,0.7,0.2,22.35,293.20000000000005,0.7,450.00000000000006,3.691506417762562e-51,1.3953760880625127e-49,0.9250571094269674,1.026300632333148e-08,3.6915064177625615e-21
connectivity,450.0,0.7,0.2,22.85,299.20000000000005,0.6999999999999998,450.00000000000006,2.2305727739964217e-50,7.622025389334487e-49,0.9250567105905689,1.4127569678960072e-08,2.2305727739964216e-20
connectivity,450.0,0.7,0.2,23.4,305.8,0.6999999999999998,450.00000000000006,1.5424204281499535e-49,4.7322318012732824e-48,0.925056205290555,1.996675012758911e-08,1.5424204281499533e-19
connectivity,450.0,0.7,0.2,23.9,311.8,0.7,450.00000000000006,8.599150107634476e-49,2.3991550709884514e-47,0.9250556770170533,2.7203014652722967e-08,8.599150107634475e-19
connectivity,450.0,0.7,0.2,24.4,317.8,0.7,450.00000000000006,4.6224044744330433e-48,1.1760015296946608e-46,0.9250550741290212,3.687460781814279e-08,4.622404474433043e-18
connectivity,450.0,0.7,0.2,24.9,323.8,0.6999999999999997,450.00000000000006,2.3984587538220627e-47,5.579432147307945e-46,0.9250543868517488,4.9730421145352364e-08,2.3984587538220625e-17
connectivity,450.0,0.7,0.2,25.4,329.8,0.6999999999999997,450.00000000000006,1.202599761304782e-46,2.564843421942381e-45,0.9250536042428468,6.672657781328919e-08,1.202599761304782e-16
connectivity,450.0,0.7,0.2,25.95,336.40000000000003,0.6999999999999997,450.00000000000006,6.818503525793303e-46,1.3257585389187648e-44,0.9250526186222015,9.166261358738875e-08,6.818503525793303e-16
connectivity,450.0,0.7,0.2,26.45,342.40000000000003,0.6999999999999995,450.00000000000006,3.1922452565333555e-45,5.721978455485272e-44,0.9250515942894477,1.2168872058294728e-07,3.1922452565333545e-15
connectivity,450.0,0.7,0.2,26.95,348.40000000000003,0.6999999999999995,450.00000000000006,1.4487013202641837e-44,2.400038407665522e-43,0.9250504318829196,1.6074749500721031e-07,1.4487013202641827e-14
connectivity,450.0,0.7,0.2,27.45,354.40000000000003,0.6999999999999994,450.00000000000006,6.378796452909277e-44,9.791885405152197e-43,0.9250491142559002,2.1130230586174833e-07,6.378796452909263e-14
connectivity,450.0,0.7,0.2,27.95,360.40000000000003,0.6999999999999993,450.00000000000006,2.727486191277557e-43,3.889208224646227e-42,0.9250476223397633,2.764169286159438e-07,2.7274861912775334e-13
connectivity,450.0,0.7,0.2,28.45,366.40000000000003,0.6999999999999993,450.00000000000006,1.1335024254391777e-42,1.5050766881445412e-41,0.9250459349562781,3.598840070571387e-07,1.1335024254391398e-12
connectivity,450.0,0.7,0.2,29.0,373.0,0.6999999999999993,450.00000000000006,5.261326706148566e-42,6.477159598817042e-41,0.9250438249596283,4.785032524787394e-07,5.261326706147808e-12
connectivity,450.0,0.7,0.2,29.5,379.0,0.6999999999999995,450.00000000000006,2.0651022445590747e-41,2.3793219112071897e-40,0.9250416476067511,6.169938007911207e-07,2.0651022445579826e-11
connectivity,450.0,0.7,0.2,30.0,385.0,0.6999999999999994,450.00000000000006,7.897552787563517e-41,8.535712405885262e-40,0.9250391934499629,7.920263615023596e-07,7.897552787548537e-11
connectivity,450.0,0.7,0.2,30.5,391.0,0.6999999999999993,450.00000000000006,2.9448798758330176e-40,2.99257802945911e-39,0.9250364303714312,1.012286236590423e-06,2.944879875813433e-10
connectivity,450.0,0.7,0.2,31.0,397.0,0.6999999999999991,450.00000000000006,1.0714567809858815e-39,1.0260287239351455e-38,0.9250333229398057,1.2882907743535497e-06,1.0714567809614515e-09
connectivity,450.0,0.7,0.2,31.5,403.0,0.699999999999999,450.00000000000006,3.806368281892475e-39,3.442386071218152e-38,0.9250298321206261,1.632725456706083e-06,3.806368281601297e-09
connectivity,450.0,0.7,0.2,32.05,409.6,0.699999999999999,450.00000000000006,1.4943899198052356e-38,1.2722558599610403e-37,0.9250254980258811,2.108918375160415e-06,1.4943899193827362e-08
connectivity,450.0,0.7,0.2,32.55,415.6,0.6999999999999991,450.00000000000006,5.059902977320273e-38,4.086585986073879e-37,0.9250210572319667,2.6502668673416906e-06,5.059902972725222e-08
connectivity,450.0,0.7,0.2,33.05,421.6,0.6999999999999991,450.00000000000006,1.6761238214740808e-37,1.2868436690307505e-36,0.9250160856991908,3.3176821285082795e-06,1.676123816680949e-07
connectivity,450.0,0.7,0.2,33.55,427.6,0.699999999999999,450.00000000000006,5.43516514017519e-37,3.974709466784487e-36,0.9250105261784788,4.137468606614506e-06,5.435165092168073e-07
connectivity,450.0,0.7,0.2,34.05,433.6,0.6999999999999991,450.00000000000006,1.7262771162980578e-36,1.2048299840798975e-35,0.925004316033562,5.14076850179866e-06,1.726277070078716e-06
connectivity,450.0,0.7,0.2,34.6,440.20000000000005,0.6999999999999991,450.00000000000006,6.012832058060429e-36,3.99524796914272e-35,0.924996651541022,6.500400783085166e-06,6.012831524221474e-06
connectivity,450.0,0.7,0.2,35.1,446.20000000000005,0.6999999999999991,450.00000000000006,1.8315976062380956e-35,1.1660794358156206e-34,0.9249888448722123,8.016438317843066e-06,1.8315971316185957e-05
connectivity,450.0,0.7,0.2,35.6,452.20000000000005,0.6999999999999988,450.00000000000006,5.473823283466925e-35,3.3450398861631238e-34,0.9249801545934199,9.852133951307428e-06,5.4738192145461234e-05
connectivity,450.0,0.7,0.2,36.1,458.20000000000005,0.6999999999999988,450.00000000000006,1.6057486534737065e-34,9.435314128313826e-34,0.9249704914400053,1.2067620227922501e-05,0.00016057452866489975
connectivity,450.0,0.7,0.2,36.6,464.20000000000005,0.6999999999999988,450.00000000000006,4.62593817723209e-34,2.618058556534753e-33,0.9249597584380531,1.473294110465158e-05,0.0004625911264106386
connectivity,450.0,0.7,0.2,37.1,470.20000000000005,0.6999999999999988,450.00000000000006,1.3093634256176715e-33,7.149070356930219e-33,0.9249478503877162,1.792944564948362e-05,0.001309342624323132
connectivity,450.0,0.7,0.2,37.65,476.8,0.6999999999999988,450.00000000000006,4.0317273457808714e-33,2.119934942067102e-32,0.9249332580642485,2.217198006631208e-05,0.0040315374214019845
connectivity,450.0,0.7,0.2,38.15,482.8,0.6999999999999991,450.00000000000006,1.1012676963107008e-32,5.604637391762081e-32,0.9249185003369537,2.6808081205276026e-05,0.011011305532557678
connectivity,450.0,0.7,0.2,38.65,488.8,0.6999999999999988,450.00000000000006,2.9595194411565047e-32,1.459944797689266e-31,0.9249021832880591,3.231717940638601e-05,0.029585595892274053
connectivity,450.0,0.7,0.2,39.15,494.8,0.6999999999999991,450.00000000000006,7.828055126059478e-32,3.7483873361927055e-31,0.9248841622175454,3.88451757006411e-05,0.07821539979080121
connectivity,450.0,0.7,0.2,39.65,500.8,0.6999999999999991,450.00000000000006,2.0387468690193306e-31,9.489027053920084e-31,0.9248642813056998,4.655917335455058e-05,0.2034456865411348
connectivity,450.0,0.7,0.2,40.15,506.8,0.6999999999999991,450.00000000000006,5.230179816107098e-31,2.3692634940515493e-30,0.9248423730072386,5.5650073481453247e-05,0.5202786986607773
connectivity,450.0,0.7,0.2,40.7,513.4000000000001,0.699999999999999,450.00000000000006,1.4494600597791505e-30,6.382615670942856e-30,0.9248157171727442,6.750089929887577e-05,1.4291890280301618
connectivity,450.0,0.7,0.2,41.2,519.4000000000001,0.699999999999999,450.00000000000006,3.6067291402255096e-30,1.54979246593791e-29,0.924788950359228,8.022703659849857e-05,3.486649514687106
connectivity,450.0,0.7,0.2,41.7,525.4000000000001,0.6999999999999988,450.00000000000006,8.850169645154747e-30,3.7152259259075535e-29,0.9247595556105315,9.510543386304229e-05,8.175218865610631
connectivity,450.0,0.7,0.2,42.2,531.4000000000001,0.6999999999999987,450.00000000000006,2.1422399006992e-29,8.795525475597255e-29,0.924727310871849,0.00011245736365168241,17.91985386873735
connectivity,450.0,0.7,0.2,42.7,537.4,0.6999999999999988,450.00000000000006,5.116893802901777e-29,2.0569684581718893e-28,0.9246919792311021,0.00013264543970872841,35.11687185922158
connectivity,450.0,0.7,0.2,43.25,544.0,0.6999999999999987,450.00000000000006,1.3135624562716522e-28,5.165357946436741e-28,0.9246492473819966,0.00015861693965103663,61.15687681697927
connectivity,450.0,0.7,0.2,43.75,550.0,0.6999999999999986,450.00000000000006,3.05423996330649e-28,1.1784292413469075e-27,0.9246065926507628,0.00018615061669553342,84.40084153433152
connectivity,450.0,0.7,0.2,44.25,556.0,0.6999999999999987,450.00000000000006,7.0144902002681565e-28,2.65803269908233e-27,0.9245600158442379,0.000217957013056315,101.5600830407176
connectivity,450.0,0.7,0.2,44.75,562.0,0.6999999999999986,450.00000000000006,1.5916842221614054e-27,5.929009454539076e-27,0.924509213126132,0.0002546183872001887,112.28356143334588
connectivity,450.0,0.7,0.2,45.25,568.0,0.6999999999999987,450.00000000000006,3.5695157740212665e-27,1.3082100055776418e-26,0.9244538630043209,0.0002967848196734245,118.70161258702045
connectivity,450.0,0.7,0.2,45.75,574.0,0.6999999999999987,450.00000000000006,7.913591334559308e-27,2.855959843855279e-26,0.9243936258823947,0.00034518065545644145,122.75647689831806
connectivity,450.0,0.7,0.2,46.3,580.6,0.6999999999999987,450.00000000000006,1.8753947249651484e-26,6.660708741173608e-26,0.9243212926093757,0.00040657499979315743,125.85211478878155
connectivity,450.0,0.7,0.2,46.8,586.6,0.6999999999999986,450.00000000000006,4.062179410691275e-26,1.4230651237283167e-25,0.9242496046661567,0.0004707803518395627,128.04885076184877
connectivity,450.0,0.7,0.2,47.3,592.6,0.6999999999999984,450.00000000000006,8.70542338558352e-26,3.010375298619248e-25,0.9241718579291073,0.0005440096118325278,129.93706656148242
connectivity,450.0,0.7,0.2,47.8,598.6,0.6999999999999984,450.00000000000006,1.8462586196961482e-25,6.306726957754037e-25,0.9240876350443832,0.0006273687203686641,131.64102391255594
connectivity,450.0,0.7,0.2,48.3,604.6,0.6999999999999984,450.00000000000006,3.8758913568365655e-25,1.3087863800314778e-24,0.9239964991876576,0.0007220779889226828,133.2189616159704
connectivity,450.0,0.7,0.2,48.8,610.6,0.6999999999999984,450.00000000000006,8.05617467369066e-25,2.690956056641755e-24,0.9238979940362467,0.0008294814607243049,134.69831481631934
connectivity,450.0,0.7,0.2,49.35,617.2,0.6999999999999984,450.00000000000006,1.7815106793642075e-24,5.884427421641803e-24,0.9237805584521478,0.0009640548852278521,136.2271035188759
connectivity,450.0,0.7,0.2,49.85,623.2,0.6999999999999984,450.00000000000006,3.6290207524556884e-24,1.1873407080955051e-23,0.9236650062577405,0.0011030980422541469,137.53402348293278
connectivity,450.0,0.7,0.2,50.35,629.2,0.6999999999999983,450.00000000000006,7.324323669674884e-24,2.3751527862802157e-23,0.9235405476656141,0.001259897666531237,138.7651028639371
connectivity,450.0,0.7,0.2,50.85,635.2,0.6999999999999982,450.00000000000006,1.4649200842208428e-23,4.7112558508179806e-23,0.9234066483983284,0.0014364136269014896,139.92187269996268
connectivity,450.0,0.7,0.2,51.35,641.2,0.6999999999999983,450.00000000000006,2.9041401163095547e-23,9.26814639739115e-23,0.9232627562958766,0.0016347849993802836,141.00518605033997
connectivity,450.0,0.7,0.2,51.9,647.8000000000001,0.6999999999999983,450.00000000000006,6.10388631174333e-23,1.932792975963422e-22,0.9230922532967114,0.0018810241021916297,142.1126048871393
connectivity,450.0,0.7,0.2,52.4,653.8000000000001,0.6999999999999983,450.00000000000006,1.1885553538447198e-22,3.7390761385923294e-22,0.9229255037644942,0.0021331220963045423,143.04315978365247
connectivity,450.0,0.7,0.2,52.9,659.8000000000001,0.6999999999999983,450.00000000000006,2.295359934254123e-22,7.177908839652945e-22,0.9227469448929205,0.002414980845221986,143.90142671523216
connectivity,450.0,0.7,0.2,53.4,665.8000000000001,0.6999999999999983,450.00000000000006,4.397242287328917e-22,1.3676071940376821e-21,0.9225559606485776,0.0027296071848422992,144.68762571814722
connectivity,450.0,0.7,0.2,53.9,671.8000000000001,0.6999999999999983,450.00000000000006,8.357683850952153e-22,2.5865932108347213e-21,0.9223519226311739,0.0030802538469664946,145.40195431062673
connectivity,450.0,0.7,0.2,54.4,677.8000000000001,0.6999999999999984,450.00000000000006,1.5763154162354068e-21,4.857022248066474e-21,0.9221341917231717,0.003470433395437391,146.04460003621438
connectivity,450.0,0.7,0.2,54.95,684.4000000000001,0.6999999999999984,450.00000000000006,3.140339366052905e-21,9.634982361682406e-21,0.9218780988594685,0.00394981902664262,146.66893987712788
connectivity,450.0,0.7,0.2,55.45,690.4000000000001,0.6999999999999982,450.00000000000006,5.8309566123568926e-21,1.783025716510038e-20,0.9216294956772642,0.004435686630789226,147.1616693489838
connectivity,450.0,0.7,0.2,55.95,696.4000000000001,0.6999999999999984,450.00000000000006,1.0749218096466246e-20,3.277570759478621e-20,0.9213651715174656,0.004973779123562639,147.5833302151738
connectivity,450.0,0.7,0.2,56.45,702.4000000000001,0.6999999999999984,450.00000000000006,1.967684937352981e-20,5.985488486258806e-20,0.9210844650898223,0.005568820920127431,147.93416062608696
connectivity,450.0,0.7,0.2,56.95,708.4000000000001,0.6999999999999984,450.00000000000006,3.5771883542140655e-20,1.0860850145415988e-19,0.9207867161658688,0.006225866912680597,148.2144336008629
connectivity,450.0,0.7,0.2,57.45,714.4000000000001,0.6999999999999983,450.00000000000006,6.459512417564045e-20,1.9584241348116788e-19,0.9204712685866621,0.006950315326251695,148.4244668739356
connectivity,450.0,0.7,0.2,58.0,721.0,0.6999999999999983,450.00000000000006,1.228048699113664e-19,3.719485585531876e-19,0.9201030602060088,0.007831936311039987,148.57482337938373
connectivity,450.0,0.7,0.2,58.5,727.0,0.6999999999999986,450.00000000000006,2.187382940165172e-19,6.6222503675478935e-19,0.9197483464372321,0.008717096112576,148.6386451392854
connectivity,450.0,0.7,0.2,59.0,733.0,0.6999999999999992,450.00000000000006,3.87162438988683e-19,1.1721648869897376e-18,0.9193739621279444,0.009688700534443706,148.63360898435405
connectivity,450.0,0.7,0.2,59.5,739.0,0.7000000000000002,450.00000000000006,6.8104794077175195e-19,2.0629435989733002e-18,0.9189793041965828,0.01075367140154844,148.5603258532919
connectivity,450.0,0.7,0.2,60.0,745.0,0.7000000000000017,450.00000000000006,1.1907851586989898e-18,3.61039689955204e-18,0.9185637925484902,0.011919323850572634,148.4195051835555
connectivity,450.0,0.7,0.2,60.55,751.6,0.7000000000000048,450.00000000000006,2.1866653104436863e-18,6.640228651468131e-18,0.918081984917228,0.013327046732626921,148.1875762539315
connectivity,450.0,0.7,0.2,61.05,757.6,0.7000000000000098,450.00000000000006,3.776502700203917e-18,1.1489772812251593e-17,0.9176209194814481,0.014729716468567921,147.90773001299897
connectivity,450.0,0.7,0.2,61.55,763.6,0.7000000000000186,450.00000000000006,6.485282487400525e-18,1.9777123464080346e-17,0.9171373962548844,0.01625828508062422,147.5632755473391
connectivity,450.0,0.7,0.2,62.05,769.6,0.7000000000000333,450.00000000000006,1.1075106594871407e-17,3.38675794438639e-17,0.9166309768516944,0.017921706444709765,147.1554226627458
connectivity,450.0,0.7,0.2,62.55,775.6,0.7000000000000588,450.00000000000006,1.8810203972175643e-17,5.770570724730652e-17,0.9161012697907318,0.019729326188275158,146.68552195603021
connectivity,450.0,0.7,0.2,63.05,781.6,0.7000000000001021,450.00000000000006,3.177683828279715e-17,9.783839357056732e-17,0.9155479355336319,0.021690871689831658,146.1550696545235
connectivity,450.0,0.7,0.2,63.6,788.2,0.7000000000001847,450.00000000000017,5.622921250635785e-17,1.739004746013533e-16,0.9149116430733767,0.024038415014186118,145.503603056864
connectivity,450.0,0.7,0.2,64.1,794.2,0.7000000000003136,450.00000000000074,9.395692996513129e-17,2.9188935225932225e-16,0.9143078463340651,0.026356480268190458,144.85152732354808
connectivity,450.0,0.7,0.2,64.6,800.2,0.7000000000005288,450.0000000000013,1.5620555860104483e-16,4.876530568064053e-16,0.913679754621102,0.028860874925399627,144.14449041034337
connectivity,450.0,0.7,0.2,65.1,806.2,0.7000000000008852,450.0000000000024,2.5840649480235887e-16,8.109861223799471e-16,0.9130272940303419,0.0315626948591571,143.38460234035796
connectivity,450.0,0.7,0.2,65.6,812.2,0.7000000000014737,450.00000000000426,4.2538923383303943e-16,1.3426360838217459e-15,0.9123504678458682,0.034473295893512404,142.57411783535812
connectivity,450.0,0.7,0.2,66.1,818.2,0.7000000000024396,450.00000000000733,6.969168954508888e-16,2.212974279092493e-15,0.9116493610284733,0.03760425347403266,141.7154306381948
connectivity,450.0,0.7,0.2,66.65,824.8000000000001,0.7000000000042236,450.0000000000131,1.1930067562140645e-15,3.815092651329594e-15,0.910850305946659,0.041316844497613754,140.7182182349315
connectivity,450.0,0.7,0.2,67.15,830.8000000000001,0.70000000000692,450.00000000002166,1.935350040542007e-15,6.2311530580720166e-15,0.9100988730432296,0.044948934513026485,139.7666708115416
connectivity,450.0,0.7,0.2,67.65,836.8000000000001,0.7000000000112845,450.00000000003575,3.1252688564013907e-15,1.0134171329594243e-14,0.9093239851754772,0.04883812265059056,138.77513411222188
connectivity,450.0,0.7,0.2,68.15,842.8000000000001,0.7000000000183175,450.00000000005866,5.02406971618471e-15,1.6412988913882602e-14,0.9085261018288956,0.05299632981208999,137.74647531572222
connectivity,450.0,0.7,0.2,68.65,848.8000000000001,0.7000000000295985,450.00000000009567,8.040667523652386e-15,2.647207992593139e-14,0.9077057811288209,0.05743539199210768,136.68364540180633
connectivity,450.0,0.7,0.2,69.2,855.4000000000001,0.7000000000499205,450.00000000016286,1.3419995700993383e-14,4.457526812695801e-14,0.9067783021073417,0.0626566708483747,135.47867055446633
connectivity,450.0,0.7,0.2,69.7,861.4000000000001,0.7000000000799191,450.000000000263,2.128218606641749e-14,7.12817308067383e-14,0.905913127218447,0.06772321765196244,134.3539729115008
