case_id,path,t_s,T_C,rho,G_mean,G50,G90,pore_D50,pore_D90,large_pore_fraction,connected_fine_pore_fraction,isolated_pore_fraction,cumulative_PR_desintering_work,sigma_res_GBseg,sigma_res_TJ,sigma_res_large_pore,sigma_res_crack_like,residual_defect_flux
C091,reference,23040.000000020955,409.00000000034925,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,1.5222476923600539e-07,0.7366427520061296,0.16888672917609598,0.14000000004956104,0.012546463646399626,2.5918899129019302e-20,2.5918899129019302e-20,49999999.66501429,99999999.33002858,3.514805536306946e-07
C091,reference,23400.000000021282,415.0000000003547,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7370646402219755,0.16867578511804626,0.14000000006636348,0.016790788946109428,4.964352150089048e-20,4.964352150089048e-20,49999999.55026174,99999999.10052349,3.516818501562117e-07
C091,reference,23760.00000002161,421.00000000036016,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.737486787068517,0.16846471176023653,0.14000000008842658,0.02235968835149078,9.403478295194564e-20,9.403478295194564e-20,49999999.39918503,99999998.79837006,3.5188326927435556e-07
C091,reference,24120.000000021937,427.0000000003656,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.737909192754065,0.16825350900297653,0.14000000011726169,0.029631942641944648,1.7620488884192992e-19,1.7620488884192992e-19,49999999.201226145,99999998.40245229,3.520848108484053e-07
C091,reference,24480.000000022264,433.0000000003711,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7383318574961482,0.1680421767431295,0.1400000001547751,0.039084741171163465,3.267158704786872e-19,3.267158704786872e-19,49999998.94303137,99999997.88606274,3.522864746833084e-07
C091,reference,24840.000000022592,439.00000000037653,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7387547815236365,0.16783071487332252,0.14000000020336134,0.05131665215491405,5.995987324071154e-19,5.995987324071154e-19,49999998.60778369,99999997.21556738,3.524882605116575e-07
C091,reference,25200.00000002292,445.000000000382,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7391779650793038,0.16761912328099368,0.14000000026601564,0.06707533733769055,1.0894338705772026e-18,1.0894338705772026e-18,49999998.17439336,99999996.34878673,3.5269016797666503e-07
C091,reference,25560.000000023247,451.00000000038744,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7396014084229066,0.1674074018472468,0.1400000003464693,0.08729085920497166,1.96019165182402e-18,1.96019165182402e-18,49999997.616520375,99999995.23304075,3.5289219661157373e-07
C091,reference,25920.000000023574,457.0000000003929,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7400251118348733,0.16719555044548084,0.14000000044935226,0.11311555561455247,3.4934775169285384e-18,3.4934775169285384e-18,49999996.90139841,99999993.80279683,3.530943458148634e-07
C091,reference,26280.0000000239,463.00000000039836,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7404490756207021,0.1669835689397544,0.14000000058038733,0.14597159824424918,6.168505972675355e-18,6.168505972675355e-18,49999995.98842508,99999991.97685017,3.5329661482048436e-07
C091,reference,26640.00000002423,469.0000000004038,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7408733001161887,0.16677145718284347,0.14000000074662208,0.1876075087449498,1.0793498884755407e-17,1.0793498884755407e-17,49999994.82747836,99999989.65495671,3.5349900266226956e-07
C091,reference,27000.000000024556,475.0000000004093,0.65,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7412977856936163,0.1665592150139405,0.14000000095670276,0.24016508111669374,1.8719714157394865e-17,1.8719714157394865e-17,49999993.35691278,99999986.71382555,3.5370150813152507e-07
C091,reference,27360.000000024884,481.00000000041473,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7417225327690633,0.1663468422559404,0.14000000122120002,0.30625835177035654,3.218713691684163e-17,3.218713691684163e-17,49999991.501183026,99999983.00236605,3.539041297266692e-07
C091,reference,27720.00000002521,487.0000000004202,0.6500000000000001,1.5000000000000002e-07,1.5000000000000002e-07,1.5000000000000002e-07,7.390387291412669e-08,2.0597671439071183e-07,0.7421475418109946,0.16613433871224853,0.14000000155299147,0.38906647117828397,5.487824834624436e-17,5.487824834624436e-17,49999989.16803469,99999978.33606938,3.541068655936237e-07
