material_id,peak_T_C,hold_h,fast_rate_C_min,attained,max_ratio,median_ratio,span_ge_1p2,span_ge_1p5,span_ge_2p0,integrated_separation,effect_rho_min,effect_rho_max,meaningful,extreme_warning,promotion_blocked,rejection_reason,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form,ablation_mode
E0338,1450,8,20,True,1.1994089815670537,1.1973853381580668,0.0,0.0,0.0,0.030457568060746315,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,625000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0339,1450,8,20,True,1.0000000005643455,0.9999999885008047,0.0,0.0,0.0,3.2135725185436714e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,325000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0342,1550,8,20,True,1.1435326141750526,1.074854062724123,0.0,0.0,0.0,0.013201769843085139,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,475000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,large_pore_tail,serial_fraction,full_material_model
E0343,1450,8,20,True,0.998206156463556,0.9919485715543106,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,250000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,0.0002,isolation,serial_fraction,full_material_model
E0345,1450,8,20,True,1.0000000250761625,1.0000000240027325,0.0,0.0,0.0,4.073947675207803e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,700000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0346,1450,8,20,True,1.0193802652271455,1.0067131821676922,0.0,0.0,0.0,0.001284819294308035,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,400000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,2e-06,isolation,serial_fraction,full_material_model
E0349,1450,8,20,True,0.9999999037396458,0.9999997411297334,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,550000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0350,1450,8,20,True,1.0527824026371921,1.0278992730311045,0.0,0.0,0.0,0.004857540581421554,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,325000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0353,1550,20,20,True,1.0,0.9999978105333889,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0354,1450,8,20,True,1.0000000009858088,1.0000000009772312,0.0,0.0,0.0,1.6529384175579244e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,700000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,0.0002,isolation,serial_fraction,full_material_model
E0356,1450,8,20,True,0.9999979077432183,0.999997334060319,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0357,1450,8,20,True,1.000000007827203,0.9999999879723225,0.0,0.0,0.0,2.061310523052512e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,2e-06,isolation,serial_fraction,full_material_model
E0358,1450,20,20,True,0.9999999912010333,0.9999999912008901,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,0.002,smoothing,serial_fraction,full_material_model
E0360,1450,8,20,True,0.9999377126587856,0.9998829771683322,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,550000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0361,1450,8,20,True,1.0000000007454106,1.0000000007377503,0.0,0.0,0.0,1.252298236869585e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,250000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0364,1550,8,20,True,1.000917843510367,1.0005303107867758,0.0,0.0,0.0,9.442551453993364e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0365,1450,8,20,True,0.9999998814664849,0.9999995133579332,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.0002,balanced,serial_fraction,full_material_model
E0368,1450,8,20,True,1.0005356905715792,1.0002535993792616,0.0,0.0,0.0,4.5838781455058206e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,325000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0369,1550,20,20,True,0.9996969050781044,0.99968887738809,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,550000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.002,smoothing,serial_fraction,full_material_model
E0373,1450,8,20,True,1.0000000116302712,1.00000001149935,0.0,0.0,0.0,1.9324838137177804e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,475000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,2e-06,balanced,serial_fraction,full_material_model
E0374,1550,8,20,True,0.9999825236724939,0.9999825106371291,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,600000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0376,1450,8,20,True,0.9999021963530319,0.9997263029756019,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,625000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,0.0002,balanced,serial_fraction,full_material_model
E0377,1450,8,20,True,0.9998509745215294,0.9998372514837819,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,325000.0,0.0002,650000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0379,1550,20,20,True,1.0000004894264771,0.9999999647719404,0.0,0.0,0.0,1.174533855382248e-08,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,0.002,isolation,serial_fraction,full_material_model
E0380,1550,8,20,True,1.0000756743343548,1.0000424190082187,0.0,0.0,0.0,7.492898144988737e-06,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,550000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,GB_to_TJ,serial_fraction,full_material_model
E0382,1550,20,20,True,1.0,0.9999997040530599,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,2e-05,isolation,serial_fraction,full_material_model
E0383,1450,8,20,True,1.0000000018160802,1.000000001810698,0.0,0.0,0.0,3.0744426188177383e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,700000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0384,1450,8,20,True,1.0,0.9999828170189502,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,400000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0386,1450,8,20,True,0.99999969909938,0.9999994441555436,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,550000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0387,1450,8,20,True,1.0000000159567042,1.0000000156470599,0.0,0.0,0.0,2.6576114873067885e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,balanced,serial_fraction,full_material_model
E0388,1450,8,20,True,0.9997616127745886,0.9988408592300237,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,325000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0390,1550,8,20,True,1.0000051753280572,0.9999993147556029,0.0,0.0,0.0,1.1311779634463577e-07,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,250000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,0.002,balanced,serial_fraction,full_material_model
E0391,1450,8,20,True,1.0000000017510644,1.0000000016225814,0.0,0.0,0.0,2.5003971640522985e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,475000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0392,1450,8,20,True,0.9798998722034253,0.962680142919979,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,250000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0393,1450,8,20,True,1.0,0.9999996698923564,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,2e-05,isolation,serial_fraction,full_material_model
E0394,1450,8,20,True,0.9999954621229691,0.999995414670316,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,500000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0395,1550,20,20,True,0.999999274630998,0.9999992743957811,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,400000.0,0.0002,400000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0398,1450,8,20,True,1.0,0.9999982032249655,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,550000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,balanced,serial_fraction,full_material_model
E0399,1450,8,20,True,1.0000000034921348,1.0000000034810688,0.0,0.0,0.0,5.893733189040907e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,325000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0402,1450,8,20,True,1.000000001700276,0.9999914854909849,0.0,0.0,0.0,1.70027591861248e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,475000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0403,1450,8,20,True,1.0000000255670254,1.0000000248875256,0.0,0.0,0.0,4.228081003675087e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0405,1450,8,20,True,1.0072459812082803,1.0065108469538262,0.0,0.0,0.0,0.0010699438135408303,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,625000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0406,1450,20,20,True,0.9999068067555433,0.9999051385800664,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0407,1450,8,20,True,1.000000007445383,0.999999809090077,0.0,0.0,0.0,6.527052812796283e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0409,1450,8,20,True,1.0,0.9999457416717895,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,550000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,2e-05,balanced,serial_fraction,full_material_model
E0410,1450,8,20,True,1.004890129369569,0.9999994512711267,0.0,0.0,0.0,2.1978331557368778e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,isolation,serial_fraction,full_material_model
E0412,1550,8,20,True,0.9999999738420307,0.9999999738411387,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,700000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,0.002,balanced,serial_fraction,full_material_model
E0414,1450,8,20,True,0.9999933717276582,0.9999841058637637,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0418,1450,8,20,True,1.0,0.9998787776437008,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,550000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0420,1450,20,20,True,1.0000000015711215,1.0000000007227579,0.0,0.0,0.0,1.2509048492348437e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0422,1450,20,20,True,1.000018546457287,1.0000079872049694,0.0,0.0,0.0,1.5464603840179967e-06,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0424,1450,8,20,True,0.9999997149688341,0.9999988699597251,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0425,1450,8,20,True,1.001968689906001,1.000682923883097,0.0,0.0,0.0,0.000131359333566867,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,625000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0428,1450,20,20,True,1.000000024617405,0.9999994194084102,0.0,0.0,0.0,2.2202511184513237e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,325000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,large_pore_tail,serial_fraction,full_material_model
E0429,1450,8,20,True,1.000000008852506,1.0000000082189282,0.0,0.0,0.0,1.2706093815097913e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0431,1450,8,20,True,0.9999723529904655,0.9999357980702835,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,475000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,large_pore_tail,serial_fraction,full_material_model
E0432,1450,8,20,True,0.9999997136646755,0.9999991630034228,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,isolation,serial_fraction,full_material_model
E0433,1550,20,20,True,0.9999999799342733,0.9999999799284526,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,400000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0435,1450,8,20,True,1.000028511974766,1.000027825031264,0.0,0.0,0.0,4.722037508489773e-06,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,550000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0436,1450,8,20,True,1.0000000078527267,1.0000000065774153,0.0,0.0,0.0,1.1267290416007469e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0437,1450,8,20,True,1.000000012247276,1.0000000119574493,0.0,0.0,0.0,2.0315278288099063e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,balanced,serial_fraction,full_material_model
E0440,1450,8,20,True,1.0000000005504672,0.9999999981074129,0.0,0.0,0.0,9.373175345193478e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,0.0002,balanced,serial_fraction,full_material_model
E0441,1450,8,20,True,1.0000000013447283,1.0000000013108181,0.0,0.0,0.0,2.227256980719706e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,250000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0443,1550,20,20,True,1.0002717163172543,1.0000554965086377,0.0,0.0,0.0,1.4577638724531397e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.002,isolation,serial_fraction,full_material_model
E0444,1450,20,20,True,0.9997970049284981,0.9997890938513987,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0447,1450,8,20,True,1.000006381218519,1.0000050609471338,0.0,0.0,0.0,7.758625242969946e-07,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,550000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,2e-06,smoothing,serial_fraction,full_material_model
E0448,1450,8,20,True,0.9999999605696053,0.9999998911685151,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,325000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-06,balanced,serial_fraction,full_material_model
